用例编号,所属产品,所属模块,用例标题,前置条件,步骤,预期,结果,由谁创建,创建日期,修改日期
10234,WordPress(#13),卢丹琦(#222),设置文章的对齐方式,登录且处于写文章界面,"1. 编辑好文章内容，点击“左对齐”按钮
2. 编辑好文章内容，点击“右对齐”按钮
3. 编辑好文章内容，点击“居中”按钮
","1. 整段文字实现左对齐效果，按钮底色变灰
2. 整段文字实现右对齐效果，按钮底色变灰
3. 整段文字实现居中效果，按钮底色变灰
",通过,卢丹琦,2018/11/30,2018/11/30
10233,WordPress(#13),菜单定义模块(#259),验证菜单栏“收起菜单”功能,已经成功登录，并进入仪表盘界面,"1. 点击左侧菜单栏最下面的“收起菜单”按键
2. 点击左侧已收起的的菜单栏最下面的“收起菜单”图标
","1. 菜单收起，菜单栏只剩下一列图标
2. 菜单还原
",通过,韦士杰,2018/11/30,0000-00-00
10232,WordPress(#13),卢丹琦(#222),验证“写文章”模块中“添加区块”下“小工具”功能,登录且处于“写文章”页面，点击“添加区块”按钮，点击“小工具”,"1. 点击“短代码”
2. 点击“Archives”
3. 点击“分类目录”
4. 点击“Latest Comments”
5. 点击“最新文章”
","1. 页面出现文本框，提示“在这里写短代码”
2. 页面出现日期
3. 页面出现所有目录
4. 页面出现最近期的评论
5. 页面出现最近期的文章
",通过,卢丹琦,2018/11/30,0000-00-00
10231,WordPress(#13),文档类别管理模块(#231),验证媒体库中上传文件大小的限制,已登录，用户具有媒体功能,"1. 上传格式正确，总大小稍微小于32MB的文件
1.1. 点击媒体——点击添加——点击上传文件
1.2. 选择文件大小为31.9MB的文件
1.3. 选择文件大小为31.99MB的文件
1.4. 选择文件大小为31MB的文件
2. 上传格式正确，总大小等于32MB的文件
2.1. 点击媒体——点击添加——点击上传文件
2.2. 选择文件大小为32MB的文件
3. 上传格式正确，总大小稍微大于32MB的文件
3.1. 点击媒体——点击添加——点击上传文件
3.2. 选择文件大小为32.01MB的文件
3.3. 选择文件大小为33MB的文件
4. 上传格式正确，大小为于0字节的文件
4.1. 点击媒体——点击添加——点击上传文件
4.2. 选择文件大小为0字节的txt文件
","1. 
1.1. 弹出本地文件选择窗口
1.2. 上传成功
1.3. 上传成功
1.4. 上传成功
2. 
2.1. 弹出本地文件选择窗口
2.2. 上传成功
3. 
3.1. 弹出本地文件选择窗口
3.2. 上传失败，返回提示信息：文件超过了站点的最大上传限制。
3.3. 上传失败，返回提示信息：文件超过了站点的最大上传限制。
4. 
4.1. 弹出本地文件选择窗口
4.2. 上传失败，返回提示信息：文件是空的。请上传有内容的文件。这个错误也有可能是因为您的php.ini禁止了上传，或其中post_max_size的值小于upload_max_filesize的值。
",通过,史素佳,2018/11/30,2018/12/11
10230,WordPress(#13),用户模块(#250),我的个人资料的保存更新,打开我的个人资料或者编辑用户资料,"1. 勾选第一个可视化编辑，不点击更新个人资料，点击左侧导航栏另一个元素，页面跳转
2. 勾选语法高亮，，不点击更新个人资料，点击左侧导航栏另一个元素，页面跳转
3. 在管理界面配色方案中，选择一个配色，不点击更新个人资料，点击左侧导航栏另一个元素，页面跳转
4. 其他项目如键盘快捷键、工具栏、语言、名字、姓氏、昵称、公开显示等等不点击更新个人资料，点击左侧导航栏另一个元素，页面跳转
","1. 不会改变撰写文章时不使用可视化编辑器的勾选情况
2. 不会改变在编辑代码时禁用语法高亮的勾选情况
3. 会改变管理界面的配色
4. 不会改变其现状
",通过,岳哲伟,2018/11/30,2018/12/5
10229,WordPress(#13),用户模块(#250),用户的角色分类,添加多个不用角色的用户,"1. 查看默认的登录用户身份
2. 添加一个新用户，用户名为ceshi1，邮箱123456789@qq.cim,其他信息默认，点击添加用户
3. 添加一个新用户，用户名为ceshi2，邮箱12345678@qq.cim,用户角色选择编辑，其他信息默认，点击添加用户
4. 添加一个新用户，用户名为ceshi3，邮箱1234567@qq.cim,用户角色选择投稿者，其他信息默认，点击添加用户
","1. 用户的身份为管理员
2. 角色为下拉框的第一个订阅者，所以默认为订阅者
3. 用户的角色为编辑
4. 用户的角色为投稿者
",通过,岳哲伟,2018/11/30,2018/12/11
10228,WordPress(#13),用户模块(#256),检测用户界面的“帮助”功能,"1.用户成功登录，进入仪表盘界面
2.用户点击菜单栏“用户”按键，进入“所有用户”界面","1. 点击界面右上角的“帮助”按键
2. 点击“概述”
3. 点击“页面内容”
4. 点击“可进行的操作”
","1. 界面上方出现“帮助”上拉框，显示概括、页面内容、可进行的操作
2. 显示文字“本页面列出了当前您站点的所有用户。根据站点管理员的意愿，每位用户都有下列五种用户角色中的一种角色：站点管理员、编辑、作者、贡献者，或订阅者。在用户登录到仪表盘后，权限低于管理员角色的用户只能看到一小部分选项。
要添加一位新用户到站点中，点击屏幕上方的“添加新用户”按钮或菜单中的“用户”>“添加新用户”。”
3. 显示文字“您可以通过以下方法来自定义本页面：
您可在“显示选项”中按需隐藏或显示各个栏目，并决定每页显示的用户数。
您可以通过点击列表上方的文字链接来根据“用户角色”过滤列表显示的用户——全部、管理员、编辑、作者、投稿者、订阅者（选项根据您站点的情况显示，若您的站点没有某个角色的用户，则不会显示）。默认视图中，显示所有用户。
WordPress可列出一个用户所发布的所有文章——点击列表中相应用户“文章”一栏的数字来查看该人所写的文章。”
4. 显示文字“将鼠标光标悬停在用户列表中的某一行，操作链接将会显示出来，您可以通过它们快速管理用户。您可进行下列操作：
点击“编辑”可在个人资料编辑器中编辑该用户。当然，直接点击用户名也是可以的。
“删除”链接会带您到“删除用户”确认页面。在确认页面，您可以永久从站点中删除用户，并决定是否保留他们的内容。您也可以通过“批量操作”一次删除多个用户。”
",失败,韦士杰,2018/11/30,2018/12/11
10227,WordPress(#13),文章(#286),文章添加媒体功能的添加、发布、预览与保存,处于文章模块，写文章栏下，本地存在大于32M的文件,"1. 正常添加媒体
1.1. 点击添加媒体按钮
1.2. 添加小于32M的媒体元素
2. 添加大小过大的媒体
2.1. 点击添加媒体按钮
2.2. 添加大于32M的媒体元素
3. 正常编写含有媒体元素的文章并发布
3.1. 在标题中输入标题内容
3.2. 在正文中输入正文内容
3.3. 点击添加媒体按钮
3.4. 添加要添加的媒体元素
3.5. 点击发布
4. 正常编写含有媒体元素的文章并预览
4.1. 在标题中输入标题内容
4.2. 在正文中输入正文内容
4.3. 点击添加媒体按钮
4.4. 添加要添加的媒体元素
4.5. 点击预览
5. 正常编写含有媒体元素的文章并保存
5.1. 在标题中输入标题内容
5.2. 在正文中输入正文内容
5.3. 点击添加媒体按钮
5.4. 添加要添加的媒体元素
5.5. 点击保存按钮
","1. 标题下方出现文章链接
1.1. 弹出添加媒体页面
1.2. 被选媒体元素在文章正文中显示
2. 
2.1. 弹出添加媒体页面
2.2. 提示媒体元素过大，无法添加
3. 
3.1. 
3.2. 
3.3. 弹出添加媒体页面
3.4. 被选媒体元素在文章正文中显示
3.5. 标题上方显示文章已发布
4. 
4.1. 
4.2. 
4.3. 弹出添加媒体页面
4.4. 被选媒体元素在文章正文中显示
4.5. 预览页面在新窗口打开
5. 
5.1. 
5.2. 
5.3. 弹出添加媒体页面
5.4. 被选媒体元素在文章正文中显示
5.5. 标题上方显示草稿已保存
",通过,沈梦琪,2018/11/30,2018/12/4
10226,WordPress(#13),文档类别管理模块(#231),验证媒体库中添加的媒体是否可以正常显示,已登录，用户具有媒体权限,"1. 点击媒体——点击媒体项目中的Linux.txt
2. 点击媒体——点击媒体项目中的结尾.mp4
3. 点击媒体——点击媒体项目中的test.html
4. 点击媒体——点击媒体项目中的蓝天.jpg
5. 点击媒体——点击媒体项目中的1.jpg
","1. 页面跳转到附件详情，附件内容不能正常显示
2. 页面跳转到附件详情，视频内容无法显示
3. 页面跳转到附件详情，html内容无法显示
4. 页面跳转到附件详情，图片内容无法显示
5. 页面跳转到附件详情，图片可以正常显示
",通过,史素佳,2018/11/30,0000-00-00
10225,WordPress(#13),评论模块(#248),评论中历史与编辑的区别,有至少一条评论,"1. 点击一条评论下的编辑
2. 点击一条评论下的历史（非系统评论）
3. 点击快速编辑
","1. 跳转到编辑评论界面
2. 跳转到编辑评论界面（由于编辑评论与历史在同一个界面）
3. 不会发生跳转，在本界面即可简单编辑，无法查看历史
",通过,岳哲伟,2018/11/30,2018/12/4
10221,WordPress(#13),文章(#286),文章的发布功能是否有效,处于文章模块下，写文章栏,"1. 正常编写文章并发布
1.1. 在标题中输入标题内容
1.2. 在正文中输入正文内容
1.3. 点击发布
2. 文章题目为空并发布
2.1. 不输入文章标题
2.2. 在正文中输入正文内容
2.3. 点击发布
3. 文章正文为空并发布
3.1. 在标题中输入标题内容
3.2. 不输入文章正文
3.3. 点击发布
4. 标题与正文都为空并发布
4.1. 不输入文章标题
4.2. 不输入文章正文
4.3. 点击发布
","1. 标题下方出现文章链接
1.1. 
1.2. 
1.3. 标题上方显示文章已发布
2. 
2.1. 
2.2. 
2.3. 标题上方显示文章已发布
3. 
3.1. 
3.2. 
3.3. 标题上方显示文章已发布
4. 
4.1. 
4.2. 
4.3. 标题上方显示文章已发布，预览页显示该页无法显示
",通过,沈梦琪,2018/11/30,2018/11/30
10220,WordPress(#13),文章(#286),文章的预览功能是否有效,处于文章模块下，写文章栏,"1. 正常编写文章并预览
1.1. 在标题中输入标题内容
1.2. 在正文中输入正文内容
1.3. 点击预览
2. 文章题目为空并预览
2.1. 不输入文章标题
2.2. 在正文中输入正文内容
2.3. 点击预览
3. 文章正文为空并预览
3.1. 在标题中输入标题内容
3.2. 不输入文章正文
3.3. 点击预览
4. 标题与正文都为空并预览
4.1. 不输入文章标题
4.2. 不输入文章正文
4.3. 点击预览
","1. 标题下方出现文章链接
1.1. 
1.2. 
1.3. 文章预览页面在新窗口打开
2. 
2.1. 
2.2. 
2.3. 文章预览页面在新窗口打开
3. 
3.1. 
3.2. 
3.3. 文章预览页面在新窗口打开
4. 
4.1. 
4.2. 
4.3. 文章预览页面在新窗口打开，预览页显示该页无法显示
",通过,沈梦琪,2018/11/30,2018/11/30
10211,WordPress(#13),外观(#288),顶部模块取消已上传图像,位于主题栏下，顶部页面，图像已上传,"1. 裁剪选中图像并添加
1.1. 点击添加新图像
1.2. 点击媒体库
1.3. 选中要编辑的条目
1.4. 点击选择并裁剪按钮
1.5. 对图像进行裁剪
1.6. 点击裁剪图像按钮
1.7. 点击鼠标滑过时右上角的叉号
","1. 
1.1. 弹出选择图像页面
1.2. 
1.3. 右侧出现编辑选择栏
1.4. 弹出裁剪界面
1.5. 
1.6. 裁剪后图像在页面中预览，在已上传中显示
1.7. 图像在预览中消失，已上传处图像消失
",通过,沈梦琪,2018/11/29,2018/11/30
10210,WordPress(#13),外观(#288),发布顶部图像，裁剪选中图像并添加,位于主题栏下，顶部页面，图像已上传,"1. 点击添加新图像
2. 点击媒体库
3. 选中要编辑的条目
4. 点击选择并裁剪按钮
5. 对图像进行裁剪
6. 点击裁剪图像按钮
7. 点击发布按钮
","1. 弹出选择图像页面
2. 
3. 右侧出现编辑选择栏
4. 弹出裁剪界面
5. 
6. 裁剪后图像在页面中预览，已上传页面显示图像
7. 按钮显示已发布
",通过,沈梦琪,2018/11/29,2018/12/2
10209,WordPress(#13),外观(#288),顶部模块裁剪媒体库中的图像,位于主题栏下，顶部页面，媒体库中存在可编辑条目,"1. 裁剪选中图像并添加
1.1. 点击添加新图像
1.2. 点击媒体库
1.3. 选中要编辑的条目
1.4. 点击选择并裁剪按钮
1.5. 对图像进行裁剪
1.6. 点击裁剪图像按钮
","1. 
1.1. 弹出选择图像页面
1.2. 
1.3. 右侧出现编辑选择栏
1.4. 弹出裁剪界面
1.5. 
1.6. 裁剪后图像在页面中预览，在已上传是显示
",通过,沈梦琪,2018/11/29,2018/11/30
10208,WordPress(#13),外观(#288),顶部模块删除媒体库图像,位于主题栏下，顶部页面，媒体库中存在可编辑条目,"1. 删除选中条目
1.1. 点击添加新图像
1.2. 点击媒体库
1.3. 选中要删除的条目
1.4. 点击永久删除超链接
1.5. 点击确认删除
2. 取消删除
2.1. 点击添加新图像
2.2. 点击媒体库
2.3. 选中要删除的条目
2.4. 点击永久删除超链接
2.5. 点击确认取消
","1. 
1.1. 弹出选择图像页面
1.2. 
1.3. 右侧出现编辑选择栏
1.4. 弹出提示确认删除弹框
1.5. 媒体库中图像删除
2. 
2.1. 弹出选择图像页面
2.2. 
2.3. 右侧出现编辑选择栏
2.4. 弹出提示确认删除弹框
2.5. 媒体库中图像依旧存在
",通过,沈梦琪,2018/11/29,2018/11/30
